Statement 1 | Every group of order 159 is cyclic. Statement 2 | Every group of order 102 has a nontrivial proper normal subgroup.,"False, True","False, False","True, False","True, True",D,ori_mmlu-abstract_algebra,False,0.7112345099449158,0.09625512361526489,0.09625512361526489,0.09625512361526489
"Statement 1 | If H and K are subgroups of G and one of H or K is normal subgroup of G, then HK is a subgroup of G. Statement 2 | All groups of order p^2 where p is prime are Abelian.","False, True","False, False","True, False","True, True",D,ori_mmlu-abstract_algebra,False,0.7112345099449158,0.09625512361526489,0.09625512361526489,0.09625512361526489
Statement 1 | The unity of a subring must be the same as the unity of the ring. Statement 2 | Every field is an integral domain.,"True, True","False, False","True, False","False, True",D,ori_mmlu-abstract_algebra,False,0.31894516944885254,0.31894516944885254,0.043164532631635666,0.31894516944885254
Statement 1 | The set of 2 x 2 matrices with integer entries and nonzero determinant is a group under matrix multiplication. Statement 2 | The set of 2 x 2 matrices with integer entries and determinant 1 is a group under matrix multiplication.,"True, True","False, False","True, False","False, True",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Statement 1 | Every quotient ring of every commutative ring is again a commutative ring. Statement 2 | An ideal N in a ring R with unity 1 is all of R if and only if 1 in N.,"True, True","False, False","False, True","True, False",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
"If A = (1, 2, 3, 4). Let ~= {(1, 2), (1, 3), (4, 2)}. Then ~ is",not anti-symmetric,symmetric,reflexive,transitive,D,ori_mmlu-abstract_algebra,False,0.13447071611881256,0.13447071611881256,0.36552929878234863,0.36552929878234863
How many homomorphisms are there of Z into Z_2?,1,0,infinitely many,2,D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Statement 1 | Every field is also a ring. Statement 2 | Every ring has a multiplicative identity.,"True, True","False, False","False, True","True, False",D,ori_mmlu-abstract_algebra,False,0.7112345099449158,0.09625512361526489,0.09625512361526489,0.09625512361526489
"Statement 1 | If R is a ring and f(x) and g(x) are in R[x], then deg (f(x)+g(x)) = maximum (deg f(x), deg g(x)). Statement 2 | If F is a field then every ideal of F[x] is principal.","True, True","False, False","True, False","False, True",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
"A subset H of a group (G,*) is a group if","a,b in H=> a * b in H",a in H => a^-1 in H,H contains the identity element,"a,b in H=> a * b^-1 in H",D,ori_mmlu-abstract_algebra,False,0.34565770626068115,0.09903259575366974,0.20965199172496796,0.34565770626068115
Statement 1 | There exists a free abelian group of every positive integer rank. Statement 2 | A finitely generated abelian group is free abelian if its Betti number equals the number of elements in some generating set.,"False, True","False, False","True, False","True, True",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Find the degree for the given field extension Q(sqrt(2)*sqrt(3)) over Q.,0,4,6,2,D,ori_mmlu-abstract_algebra,True,0.08556882292032242,0.1410791426897049,0.1410791426897049,0.6322728395462036
"Using Fermat's theorem, find the remainder of 3^47 when it is divided by 23.",1,2,3,4,D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
"Statement 1 | If a and b are elements of a group and a is not equal to b, then a^2 is not equal to b^2. Statement 2 | The set of rotations in a dihedral group form a cyclic subgroup.","True, True","False, False","True, False","False, True",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Statement 1 | In a group (ab)^{-2} = b^{-2}a^{-2}. Statement 2 | In a group (ab)^n = a^nb^n.,"True, True","False, True","True, False","False, False",D,ori_mmlu-abstract_algebra,False,0.7112345099449158,0.09625512361526489,0.09625512361526489,0.09625512361526489
"Statement 1 | S_n is non-Abelian for all n >= 3. Statement 2 | If a is a permutation that is an m-cycle and b is a permutation that is an n-cycle, then |ab| = lcm(m,n).","True, True","False, False","False, True","True, False",D,ori_mmlu-abstract_algebra,False,0.44039857387542725,0.44039857387542725,0.05960146337747574,0.05960146337747574
Find the characteristic of the ring Z x Z.,30,3,12,0,D,ori_mmlu-abstract_algebra,True,0.08556882292032242,0.1410791426897049,0.1410791426897049,0.6322728395462036
"Statement 1 | For n > 1, the set {1,2, ..., n-1} is a group under multiplication modulo n. Statement 2 | There is an integer x such that 63x mod 100 = 1.","True, True","False, False","True, False","False, True",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
"Statement 1 | If K is a nonzero subgroup of a finitely generated free abelian group, then K is free abelian. Statement 2 | If K is a nonzero subgroup of a finitely generated free abelian group, then G / K is free abelian.","True, True","False, False","False, True","True, False",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Statement 1 | The external direct product of cyclic groups is cyclic. Statement 2 | The external direct product of D_3 and D_4 is isomorphic to D_12.,"True, True","False, True","True, False","False, False",D,ori_mmlu-abstract_algebra,False,0.44039857387542725,0.44039857387542725,0.05960146337747574,0.05960146337747574
Statement 1 | Every nonzero free abelian group has an infinite number of bases. Statement 2 | Every free abelian group of rank at least 2 has an infinite number of bases.,"True, True","False, False","True, False","False, True",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Statement 1 | For every positive integer n there is a cyclic group of order n. Statement 2 | Every finite cyclic group contains an element of every order that divides the order of the group.,"False, True","False, False","True, False","True, True",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
"Statement 1 | If a group has an element of order 10, then it has elements of orders 1, 2, and 5. Statement 2 | If a group has an element of order 2 and an element of order 3, then it has an element of order 6.","True, True","False, False","False, True","True, False",D,ori_mmlu-abstract_algebra,False,0.7112345099449158,0.09625512361526489,0.09625512361526489,0.09625512361526489
"Let A and B be sets, f: A -> B and g: B -> A be functions such that for all a \in A, g(f(a)) = a. Statement 1 | The function g must necessarily be injective. Statement 2 | The function g must necessarily be surjective.","True, True","False, False","True, False","False, True",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Statement 1 | A homomorphism is one to one if and only if the kernel consists of the identity element alone. Statement 2 | The image of a group of 6 elements under some homomorphism may have 4 elements.,"True, True","False, False","False, True","True, False",D,ori_mmlu-abstract_algebra,False,0.7112345099449158,0.09625512361526489,0.09625512361526489,0.09625512361526489
"Statement 1 | If H and K are subgroups of a group G, then |HK| = |H||K|/|H intersection K|. Statement 2 | A group of order 2p where p is an odd prime is cyclic or isomorphic to D_p.","False, True","False, False","True, False","True, True",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
"For T: Z x Z -> Z where T(1, 0) = 3 and T(0, 1) = -5, find T(-3,2).",10,-10,19,-19,D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Compute the product in the given ring. (12)(16) in Z_24,6,1,4,0,D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Statement 1 | Every permutation is a one-to-one function. Statement 2 | Every function is a permutation if and only if it is one to one.,"True, True","False, False","False, True","True, False",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Statement 1 | If a finite group has order n then the group contains a subgroup of order d for every positive divisor d of n. Statement 2 | If a belongs to a finite group then |a| divides |G|.,"True, True","False, False","True, False","False, True",D,ori_mmlu-abstract_algebra,False,0.7112345099449158,0.09625512361526489,0.09625512361526489,0.09625512361526489
Find all cosets of the subgroup 4Z of 2Z.,4Z,Z,2Z,"4Z, 2 + 4Z",D,ori_mmlu-abstract_algebra,True,0.101536326110363,0.16740509867668152,0.2760043442249298,0.45505422353744507
Which of the following statements is true?,Every equivalence relation is a partial-ordering relation.,Properties of a relation being symmetric and being un-symmetric are negative of each other.,Empty relation _ is reflexive,"Number of relations form A = {x, y, z} to B= (1, 2), is 64.",D,ori_mmlu-abstract_algebra,False,0.1425369530916214,0.23500370979309082,0.38745561242103577,0.23500370979309082
Find the maximum possible order for an element of S_n for n = 6.,105,12,30,6,D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Statement 1 | Q is an extension field of Z_2. Statement 2 | Every non-constant polynomial over a field has a zero in some extension field.,"True, True","False, False","True, False","False, True",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Statement 1 | If H is a subgroup of G and a belongs to G then aH is a subgroup of G if and only if a is in H. Statement 2 | If H is a subgroup of G and a and b belong to G then aH = bH if and only if ab is in H.,"True, True","False, False","False, True","True, False",D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Find all zeros in the indicated finite field of the given polynomial with coefficients in that field. x^2 + 1 in Z_2,0,2,"0,1",1,D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Find the number of elements in the indicated cyclic group: The cyclic subgroup of Z_30 generated by 25.,25,5,30,6,D,ori_mmlu-abstract_algebra,False,0.05960146337747574,0.05960146337747574,0.44039857387542725,0.44039857387542725
"The element (4, 2) of Z_12 x Z_8 has order",4,8,6,12,D,ori_mmlu-abstract_algebra,False,0.25,0.25,0.25,0.25
Statement 1 | Every ideal in a ring is a subring of the ring. Statement 2 | Every subring of every ring is an ideal of the ring.,"True, True","False, False","False, True","True, False",D,ori_mmlu-abstract_algebra,False,0.44039857387542725,0.44039857387542725,0.05960146337747574,0.05960146337747574
"The weight of an aspirin tablet is 300 milligrams according to the bottle label. An FDA investigator weighs a simple random sample of seven tablets, obtains weights of 299, 300, 305, 302, 299, 301, and 303, and runs a hypothesis test of the manufacturer's claim. Which of the following gives the P-value of this test?",P(t > 1.54) with df = 6,2P(t > 1.54) with df = 7,P(t > 1.54) with df = 7,2P(t > 1.54) with df = 6,D,ori_mmlu-high_school_statistics,False,0.25,0.25,0.25,0.25
"The waiting times for a new roller coaster ride are normally distributed with a mean of 35 minutes and a standard deviation of 10 minutes. If there are 150,000 riders the first summer, which of the following is the shortest time interval associated with 100,000 riders?",0 to 31.7 minutes,31.7 to 39.3 minutes,25.3 to 35 minutes,25.3 to 44.7 minutes,D,ori_mmlu-high_school_statistics,False,0.10923177748918533,0.2969227433204651,0.2969227433204651,0.2969227433204651
All of the following statements are true for all discrete random variables except for which one?,The possible outcomes must all be numerical.,The possible outcomes must be mutually exclusive.,The mean (expected value) always equals the sum of the products obtained by multiplying each value by its corresponding probability.,Approximately 95% of the outcomes will be within two standard deviations of the mean.,D,ori_mmlu-high_school_statistics,True,0.06477629393339157,0.03928880766034126,0.10679805278778076,0.7891368269920349
Which of the following is a true statement about hypothesis testing?,"If there is sufficient evidence to reject a null hypothesis at the 10% level, then there is sufficient evidence to reject it at the 5% level.",Whether to use a one- or a two-sided test is typically decided after the data are gathered.,"If a hypothesis test is conducted at the 1% level, there is a 1% chance of rejecting the null hypothesis.",The power of a test concerns its ability to detect an alternative hypothesis.,D,ori_mmlu-high_school_statistics,False,0.25,0.25,0.25,0.25
An outlier is an observation that,is seen more frequently than the other observations in the data set,is seen less frequently than the other observations in the data set,is always smaller than the other observations in the data set,is significantly different from the other observations in the data set,D,ori_mmlu-high_school_statistics,True,0.00660444563254714,0.00660444563254714,0.00660444563254714,0.9801866412162781
"The principal of a school is interested in estimating the average income per family of her students. She selects a random sample of students and collects information about their family income. A 95 percent confidence interval computed from this data for the mean income per family is ($35,095, $45,005). Which of the following provides the best interpretation of this confidence interval?","95 percent of the students in her school are from families whose income is between $35,095 and $45,005.","There is a 95% probability that the families of all the students in this school have an income of between $35,095 and $45,005.","If we were to take another sample of the same size and compute a 95 percent confidence interval, we would have a 95% chance of getting the interval ($35,095, $45,005).","There is a 95% probability that the mean income per family in the school is between $35,095 and $45,005.",D,ori_mmlu-high_school_statistics,True,0.03764035925269127,0.03764035925269127,0.16869239509105682,0.7560268640518188
"Researchers are conducting an experiment using a significance level of 0.05. The null hypothesis is, in fact, false. If they modify their experiment to use twice as many experimental units for each treatment, which of the following would be true?",The probability of a Type I error and the probability of a Type II error would both decrease.,The probability of a Type I error and the power would both increase.,The probability of a Type II error and the power would both increase.,The probability of a Type I error would stay the same and the power would increase.,D,ori_mmlu-high_school_statistics,False,0.13447071611881256,0.13447071611881256,0.36552929878234863,0.36552929878234863
Which of these statements correctly explains bias?,It describes a sample that is not representative of the population.,It describes a process that results in a sample that does not represent the population.,It describes a lack of randomization in the sampling process.,It describes a process that creates estimates that are too high on average or too low on average.,D,ori_mmlu-high_school_statistics,False,0.23500370979309082,0.23500370979309082,0.38745561242103577,0.1425369530916214
"A company that produces facial tissues continually monitors tissue strength. If the mean strength from sample data drops below a specified level, the production process is halted and the machinery inspected. Which of the following would result from a Type I error?",Halting the production process when sufficient customer complaints are received.,Halting the production process when the tissue strength is below specifications.,Allowing the production process to continue when the tissue strength is below specifications.,Halting the production process when the tissue strength is within specifications.,D,ori_mmlu-high_school_statistics,False,0.024847274646162987,0.11135775595903397,0.8228287100791931,0.040966227650642395
The longevity of people living in a certain locality has a standard deviation of 14 years. What is the mean longevity if 30% of the people live longer than 75 years? Assume a normal distribution for life spans.,75 - 0.30(14),75 + 0.30(14),75 - 0.4756(14),75 - 0.5244(14),D,ori_mmlu-high_school_statistics,False,0.15705977380275726,0.15705977380275726,0.4269327223300934,0.25894778966903687
Which of the following is a binomial random variable?,"The number of tosses before a ""5"" appears when tossing a fair die.","The number of points a hockey team receives in 10 games, where two points are awarded for wins, one point for ties, and no points for losses.","The number of hearts out of five cards randomly drawn from a deck of 52 cards, without replacement.",The number of motorists not wearing seat belts in a random sample of five drivers.,D,ori_mmlu-high_school_statistics,False,0.1425369530916214,0.23500370979309082,0.38745561242103577,0.23500370979309082
"Which of the following statements is (are) true? I. In order to use a χ2 procedure, the expected value for each cell of a one- or two-way table must be at least 5. II. In order to use χ2 procedures, you must have at least 2 degrees of freedom. III. In a 4 × 2 two-way table, the number of degrees of freedom is 3.",I only,III only,I and II only,I and III only,D,ori_mmlu-high_school_statistics,False,0.13447071611881256,0.13447071611881256,0.36552929878234863,0.36552929878234863
"The probability that there will be an accident on Highway 48 each day depends on the weather. If the weather is dry that day, there is a 0.2% chance of an accident on Highway 48; if the weather is wet that day, there is a 1.0% chance of an accident. Today, the weather station announced that there is a 20% chance of the weather being wet. What is the probability that there will be an accident on Highway 48 today?",0.0004,0.0016,0.002,0.0036,D,ori_mmlu-high_school_statistics,False,0.25,0.25,0.25,0.25
The binomial distribution is an appropriate model for which of the following?,The number of minutes in an hour for which the Dow-Jones average is above its beginning average for the day.,The number of cities among the 10 largest in New York State for which the weather is cloudy for most of a given day.,The number of drivers wearing seat belts if 10 consecutive drivers are stopped at a police roadblock.,None of the above.,D,ori_mmlu-high_school_statistics,False,0.11390648782253265,0.18780004978179932,0.5104934573173523,0.18780004978179932
"Data were collected on two variables X and Y and a least squares regression line was fitted to the data. The estimated equation for this data is y = –2.29 + 1.70x. One point has x = 5, y = 6. What is the residual for this point?",7.91,6.21,0.21,–0.21,D,ori_mmlu-high_school_statistics,False,0.25,0.25,0.25,0.25
Which of these explains why t should be used instead of z for inference procedures for means.,The Central Limit Theorem applies to proportions but not means.,We use z for proportions because proportions are approximately normal. Means are not.,"We use z for proportions because the sampling distribution of sample proportions is approximately normal, but that is not the case for the sampling distribution of sample means.","When using the sample standard deviation to estimate the population standard deviation, more variability is introduced into the sampling distribution of the statistic.",D,ori_mmlu-high_school_statistics,False,0.014821643941104412,0.06642600148916245,0.8092343211174011,0.10951795428991318
Which of the following is least likely to reduce bias in a sample survey?,Following up with those who did not respond to the survey the first time,Asking questions in a neutral manner to avoid influencing the responses,Selecting samples randomly,Using stratified random sampling rather than simple random sampling,D,ori_mmlu-high_school_statistics,False,0.6941790580749512,0.056981686502695084,0.0939469188451767,0.15489229559898376
"For their first exam, students in an AP Statistics class studied an average of 4 hours with a standard deviation of 1 hour. Almost everyone did poorly on the exam, and so for the second exam every student studied 10 hours. What is the correlation between the numbers of hours students studied for each exam?",-1,1,0.4,0,D,ori_mmlu-high_school_statistics,True,0.21511292457580566,0.21511292457580566,0.21511292457580566,0.3546612560749054
"The appraised values of houses in a city have a mean of $125,000 with a standard deviation of $23,000. Because of a new teachers' contract, the school district needs an extra 10% in funds compared to the previous year. To raise this additional money, the city instructs the assessment office to raise all appraised house values by $5,000. What will be the new standard deviation of the appraised values of houses in the city?","$30,300","$25,300","$28,000","$23,000",D,ori_mmlu-high_school_statistics,False,0.13447071611881256,0.36552929878234863,0.36552929878234863,0.13447071611881256
"A large company has offices in two locations, one in New Jersey and one in Utah. The mean salary of office assistants in the New Jersey office is $28,500. The mean salary of office assistants in the Utah office is $22,500. The New Jersey office has 128 office assistants and the Utah office has 32 office assistants. What is the mean salary paid to the office assistants in this company?","$22,500 ","$23,700 ","$25,500 ","$27,300 ",D,ori_mmlu-high_school_statistics,False,0.10923177748918533,0.2969227433204651,0.2969227433204651,0.2969227433204651
Which of the following is a false statement about simple random samples?,Every element of the population has an equal chance of being picked.,Inspection of a sample will give no indication of whether or not it is a simple random sample.,Attributes of a simple random sample may be very different from attributes of the population.,A sample must be reasonably large to be properly considered a simple random sample.,D,ori_mmlu-high_school_statistics,True,0.07232949137687683,0.1966119408607483,0.1966119408607483,0.534446656703949
A telephone executive instructs an associate to contact 104 customers using their service to obtain their opinions in regard to an idea for a new pricing package. The associate notes the number of customers whose names begin with A and uses a random number table to pick four of these names. She then proceeds to use the same procedure for each letter of the alphabet and combines the 4 × 26 = 104 results into a group to be contacted. Which of the following is a correct conclusion?,Her procedure introduces bias through sampling error.,Her procedure results in a simple random sample.,Each customer has an equal probability of being included in the survey.,Her procedure makes use of chance.,D,ori_mmlu-high_school_statistics,True,0.1425369530916214,0.23500370979309082,0.23500370979309082,0.38745561242103577
